Name,PD Notation,Alexander,Jones,Conway,Kauffman,HOMFLY
10_19,[[1;13;2;12];[3;15;4;14];[5;10;6;11];[7;16;8;17];[9;18;10;19];[11;1;12;20];[13;3;14;2];[15;8;16;9];[17;6;18;7];[19;5;20;4]],2-7*t+11*t^2-11*t^3+11*t^4-7*t^5+2*t^6,-t^(-4)+ 2*t^(-3)-3*t^(-2)+ 6*t^(-1)-7+ 8*t-8*t^2+ 7*t^3-5*t^4+ 3*t^5-t^6,1+z^2+5*z^4+2*z^6,(a^(-2)+3+a^2)*z^(0)+(a^(-5)+a^(-3)-2*a^(-1)-4*a-2*a^3)*z^(1)+(-a^(-6)+3*a^(-4)-13-9*a^2)*z^(2)+(a^(-7)-4*a^(-5)+11*a^(-1)+13*a+7*a^3)*z^(3)+(3*a^(-6)-8*a^(-4)-4*a^(-2)+23+16*a^2)*z^(4)+(5*a^(-5)-7*a^(-3)-15*a^(-1)-8*a-5*a^3)*z^(5)+(6*a^(-4)-3*a^(-2)-19-10*a^2)*z^(6)+(5*a^(-3)+3*a^(-1)-a+a^3)*z^(7)+(3*a^(-2)+5+2*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-v^(-2)+3-v^2)+(-3*v^(-2)+5+v^2-2*v^4)*z^2+(-v^(-2)+4+3*v^2-v^4)*z^4+(1+v^2)*z^6
10_20,[[2;8;3;7];[4;15;5;16];[6;4;7;3];[8;2;9;1];[10;18;11;17];[12;20;13;19];[14;5;15;6];[16;14;17;13];[18;12;19;11];[20;10;1;9]],3-9*t+11*t^2-9*t^3+3*t^4,t^(-1)-1+ 3*t-4*t^2+ 5*t^3-6*t^4+ 5*t^5-4*t^6+ 3*t^7-2*t^8+ t^9,1-3*z^2-3*z^4,(a^(-8)+a^(-6)+a^(-2)+2)*z^(0)+(-a^(-9)+2*a^(-7)+3*a^(-5)-a^(-3)-a^(-1))*z^(1)+(3*a^(-10)-5*a^(-8)-9*a^(-6)-2*a^(-2)-3)*z^(2)+(7*a^(-9)-4*a^(-7)-8*a^(-5)+2*a^(-3)-a^(-1))*z^(3)+(-4*a^(-10)+9*a^(-8)+17*a^(-6)+3*a^(-4)+1)*z^(4)+(-8*a^(-9)+3*a^(-7)+9*a^(-5)-a^(-3)+a^(-1))*z^(5)+(a^(-10)-8*a^(-8)-12*a^(-6)-2*a^(-4)+a^(-2))*z^(6)+(2*a^(-9)-3*a^(-7)-4*a^(-5)+a^(-3))*z^(7)+(2*a^(-8)+3*a^(-6)+a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(2-v^2-v^6+v^8)+(1-2*v^2-v^4-2*v^6+v^8)*z^2+(-v^2-v^4-v^6)*z^4
10_21,[[1;15;2;14];[3;13;4;12];[5;17;6;16];[7;11;8;10];[9;18;10;19];[11;1;12;20];[13;3;14;2];[15;5;16;4];[17;7;18;6];[19;8;20;9]],2-7*t+9*t^2-9*t^3+9*t^4-7*t^5+2*t^6,1-2*t+ 4*t^2-5*t^3+ 7*t^4-7*t^5+ 7*t^6-6*t^7+ 3*t^8-2*t^9+ t^10,1+z^2-5*z^4-2*z^6,(a^(-8)+3*a^(-6)+2*a^(-4)-a^(-2))*z^(0)+(2*a^(-11)+3*a^(-9)-a^(-7)-2*a^(-5))*z^(1)+(-2*a^(-12)-5*a^(-8)-14*a^(-6)-3*a^(-4)+4*a^(-2))*z^(2)+(-4*a^(-11)+2*a^(-7)+3*a^(-5)+5*a^(-3))*z^(3)+(a^(-12)-2*a^(-10)+9*a^(-8)+20*a^(-6)+4*a^(-4)-4*a^(-2))*z^(4)+(2*a^(-11)-2*a^(-9)-3*a^(-5)-7*a^(-3))*z^(5)+(2*a^(-10)-5*a^(-8)-14*a^(-6)-6*a^(-4)+a^(-2))*z^(6)+(2*a^(-9)-a^(-7)-a^(-5)+2*a^(-3))*z^(7)+(2*a^(-8)+4*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(v^2+2*v^4-3*v^6+v^8)+(3*v^2-5*v^6+3*v^8)*z^2+(v^2-3*v^4-4*v^6+v^8)*z^4+(-v^4-v^6)*z^6
10_22,[[2;11;3;12];[4;18;5;17];[6;16;7;15];[8;14;9;13];[10;1;11;2];[12;19;13;20];[14;6;15;5];[16;8;17;7];[18;4;19;3];[20;9;1;10]],2-6*t+10*t^2-13*t^3+10*t^4-6*t^5+2*t^6,t^(-4)-2*t^(-3)+ 4*t^(-2)-6*t^(-1)+ 8-8*t+ 7*t^2-6*t^3+ 4*t^4-2*t^5+ t^6,1-4*z^2-6*z^4-2*z^6,(2*a^(-4)+2*a^(-2)-1-2*a^2)*z^(0)+(-a^(-5)+a^(-3)+a^(-1)-a)*z^(1)+(4*a^(-6)-6*a^(-4)-12*a^(-2)+6+6*a^2-2*a^4)*z^(2)+(6*a^(-5)-4*a^(-3)+7*a-3*a^3)*z^(3)+(-4*a^(-6)+6*a^(-4)+16*a^(-2)-1-6*a^2+a^4)*z^(4)+(-7*a^(-5)-a^(-1)-6*a+2*a^3)*z^(5)+(a^(-6)-6*a^(-4)-12*a^(-2)-2+3*a^2)*z^(6)+(2*a^(-5)-a^(-3)+3*a)*z^(7)+(2*a^(-4)+4*a^(-2)+2)*z^(8)+(a^(-3)+a^(-1))*z^(9),(2*v^(-2)-1-2*v^2+2*v^4)+(3*v^(-2)-5-5*v^2+3*v^4)*z^2+(v^(-2)-4-4*v^2+v^4)*z^4+(-1-v^2)*z^6
10_23,[[2;13;3;14];[4;11;5;12];[6;18;7;17];[8;19;9;20];[10;1;11;2];[12;3;13;4];[14;7;15;8];[16;6;17;5];[18;16;19;15];[20;9;1;10]],2-7*t+13*t^2-15*t^3+13*t^4-7*t^5+2*t^6,-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 7*t^(-5)-9*t^(-4)+ 10*t^(-3)-9*t^(-2)+ 8*t^(-1)-5+ 3*t-t^2,1+3*z^2+5*z^4+2*z^6,(3*a^4+2*a^6)*z^(0)+(-a-2*a^3-2*a^5+a^7+2*a^9)*z^(1)+(3-a^2-13*a^4-6*a^6+3*a^8)*z^(2)+(-2*a^(-1)+5*a+9*a^3+3*a^5-2*a^7-3*a^9)*z^(3)+(-7+3*a^2+20*a^4+5*a^6-5*a^8)*z^(4)+(a^(-1)-9*a-9*a^3-2*a^5-2*a^7+a^9)*z^(5)+(3-5*a^2-13*a^4-3*a^6+2*a^8)*z^(6)+(4*a+3*a^3+a^5+2*a^7)*z^(7)+(3*a^2+5*a^4+2*a^6)*z^(8)+(a^3+a^5)*z^(9),(-2*v^(-6)+3*v^(-4))+(-3*v^(-6)+6*v^(-4)+2*v^(-2)-2)*z^2+(-v^(-6)+4*v^(-4)+3*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
10_24,[[2;14;3;13];[4;10;5;9];[6;17;7;18];[8;6;9;5];[10;4;11;3];[12;20;13;19];[14;2;15;1];[16;7;17;8];[18;12;19;11];[20;16;1;15]],4-14*t+19*t^2-14*t^3+4*t^4,t^(-1)-2+ 5*t-7*t^2+ 9*t^3-9*t^4+ 8*t^5-7*t^6+ 4*t^7-2*t^8+ t^9,1-2*z^2-4*z^4,(a^(-8)+a^(-6)-a^(-4)-a^(-2)+1)*z^(0)+(-2*a^(-9)+4*a^(-5)+2*a^(-3))*z^(1)+(4*a^(-10)-2*a^(-8)-5*a^(-6)+5*a^(-4)+2*a^(-2)-2)*z^(2)+(7*a^(-9)-2*a^(-7)-7*a^(-5)-2*a^(-1))*z^(3)+(-4*a^(-10)+3*a^(-8)+6*a^(-6)-5*a^(-4)-3*a^(-2)+1)*z^(4)+(-7*a^(-9)-2*a^(-7)+a^(-5)-2*a^(-3)+2*a^(-1))*z^(5)+(a^(-10)-5*a^(-8)-8*a^(-6)+a^(-4)+3*a^(-2))*z^(6)+(2*a^(-9)+a^(-5)+3*a^(-3))*z^(7)+(2*a^(-8)+4*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(1+v^2-v^4-v^6+v^8)+(1-3*v^4-v^6+v^8)*z^2+(-v^2-2*v^4-v^6)*z^4
10_25,[[1;11;2;10];[3;15;4;14];[5;13;6;12];[7;18;8;19];[9;1;10;20];[11;5;12;4];[13;7;14;6];[15;3;16;2];[17;8;18;9];[19;17;20;16]],2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6,1-2*t+ 5*t^2-7*t^3+ 10*t^4-11*t^5+ 10*t^6-9*t^7+ 6*t^8-3*t^9+ t^10,1-4*z^4-2*z^6,(a^(-8)+2*a^(-6)-2*a^(-2))*z^(0)+(a^(-11)-2*a^(-7)+a^(-3))*z^(1)+(-a^(-12)+3*a^(-10)+a^(-8)-4*a^(-6)+4*a^(-4)+5*a^(-2))*z^(2)+(-3*a^(-11)+2*a^(-9)+3*a^(-7)+2*a^(-5)+4*a^(-3))*z^(3)+(a^(-12)-6*a^(-10)-5*a^(-8)+3*a^(-6)-3*a^(-4)-4*a^(-2))*z^(4)+(3*a^(-11)-5*a^(-9)-9*a^(-7)-7*a^(-5)-6*a^(-3))*z^(5)+(5*a^(-10)+a^(-8)-8*a^(-6)-3*a^(-4)+a^(-2))*z^(6)+(5*a^(-9)+5*a^(-7)+2*a^(-5)+2*a^(-3))*z^(7)+(3*a^(-8)+5*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(2*v^2-2*v^6+v^8)+(3*v^2-2*v^4-3*v^6+2*v^8)*z^2+(v^2-3*v^4-3*v^6+v^8)*z^4+(-v^4-v^6)*z^6
10_26,[[1;12;2;13];[3;14;4;15];[5;17;6;16];[7;19;8;18];[9;1;10;20];[11;4;12;5];[13;2;14;3];[15;11;16;10];[17;9;18;8];[19;7;20;6]],2-7*t+13*t^2-17*t^3+13*t^4-7*t^5+2*t^6,t^(-4)-3*t^(-3)+ 6*t^(-2)-8*t^(-1)+ 10-10*t+ 9*t^2-7*t^3+ 4*t^4-2*t^5+ t^6,1-3*z^2-5*z^4-2*z^6,(2*a^(-4)+3*a^(-2)+1-a^2)*z^(0)+(-2*a^(-5)-2*a^(-3)-a^(-1)-a)*z^(1)+(4*a^(-6)-4*a^(-4)-12*a^(-2)+1+4*a^2-a^4)*z^(2)+(7*a^(-5)+4*a^(-3)+5*a^(-1)+5*a-3*a^3)*z^(3)+(-4*a^(-6)+4*a^(-4)+14*a^(-2)-2-7*a^2+a^4)*z^(4)+(-7*a^(-5)-6*a^(-3)-9*a^(-1)-7*a+3*a^3)*z^(5)+(a^(-6)-5*a^(-4)-12*a^(-2)-1+5*a^2)*z^(6)+(2*a^(-5)+a^(-3)+4*a^(-1)+5*a)*z^(7)+(2*a^(-4)+5*a^(-2)+3)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-2)+1-3*v^2+2*v^4)+(2*v^(-2)-2-6*v^2+3*v^4)*z^2+(v^(-2)-3-4*v^2+v^4)*z^4+(-1-v^2)*z^6
10_27,[[1;11;2;10];[3;18;4;19];[5;16;6;17];[7;14;8;15];[9;13;10;12];[11;3;12;2];[13;20;14;1];[15;4;16;5];[17;6;18;7];[19;8;20;9]],2-8*t+16*t^2-19*t^3+16*t^4-8*t^5+2*t^6,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-11*t^(-4)+ 12*t^(-3)-11*t^(-2)+ 9*t^(-1)-5+ 3*t-t^2,1+2*z^2+4*z^4+2*z^6,(-a^2+a^4+a^6)*z^(0)+(-a-2*a^3-2*a^5+a^9)*z^(1)+(4+4*a^2-4*a^4-a^6+3*a^8)*z^(2)+(-2*a^(-1)+5*a+11*a^3+7*a^5+a^7-2*a^9)*z^(3)+(-7-3*a^2+7*a^4-3*a^6-6*a^8)*z^(4)+(a^(-1)-8*a-14*a^3-12*a^5-6*a^7+a^9)*z^(5)+(3-2*a^2-9*a^4-a^6+3*a^8)*z^(6)+(4*a+6*a^3+6*a^5+4*a^7)*z^(7)+(3*a^2+6*a^4+3*a^6)*z^(8)+(a^3+a^5)*z^(9),(-v^(-6)+v^(-4)+v^(-2))+(-2*v^(-6)+3*v^(-4)+3*v^(-2)-2)*z^2+(-v^(-6)+3*v^(-4)+3*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
10_28,[[1;9;2;8];[3;16;4;17];[5;14;6;15];[7;11;8;10];[9;3;10;2];[11;20;12;1];[13;18;14;19];[15;4;16;5];[17;6;18;7];[19;12;20;13]],4-13*t+19*t^2-13*t^3+4*t^4,-t^(-7)+ 2*t^(-6)-4*t^(-5)+ 6*t^(-4)-7*t^(-3)+ 9*t^(-2)-8*t^(-1)+ 7-5*t+ 3*t^2-t^3,1+3*z^2+4*z^4,(-1-3*a^2+a^6)*z^(0)+(a^(-1)+a-2*a^3-6*a^5-4*a^7)*z^(1)+(-a^(-2)+4+10*a^2-5*a^6)*z^(2)+(a^(-3)-4*a^(-1)-2*a+13*a^3+18*a^5+8*a^7)*z^(3)+(3*a^(-2)-8-12*a^2+11*a^4+12*a^6)*z^(4)+(5*a^(-1)-6*a-18*a^3-12*a^5-5*a^7)*z^(5)+(6-a^2-16*a^4-9*a^6)*z^(6)+(5*a+4*a^3+a^7)*z^(7)+(3*a^2+5*a^4+2*a^6)*z^(8)+(a^3+a^5)*z^(9),(-v^(-6)+3*v^(-2)-1)+(-v^(-6)+v^(-4)+4*v^(-2)-v^2)*z^2+(v^(-4)+2*v^(-2)+1)*z^4
10_29,[[2;15;3;16];[4;2;5;1];[6;11;7;12];[8;18;9;17];[10;20;11;19];[12;5;13;6];[14;3;15;4];[16;14;17;13];[18;10;19;9];[20;8;1;7]],1-7*t+15*t^2-17*t^3+15*t^4-7*t^5+t^6,t^(-3)-2*t^(-2)+ 5*t^(-1)-7+ 9*t-11*t^2+ 10*t^3-8*t^4+ 6*t^5-3*t^6+ t^7,1-4*z^2-z^4+z^6,(-a^(-6)-a^(-4)-a^(-2)-2-2*a^2)*z^(0)+(-2*a^(-5)+2*a^(-1))*z^(1)+(-a^(-8)+4*a^(-6)+4*a^(-4)+6+5*a^2)*z^(2)+(-3*a^(-7)+6*a^(-5)+7*a^(-3)+2*a^(-1)+4*a)*z^(3)+(a^(-8)-7*a^(-6)-5*a^(-4)+3*a^(-2)-4-4*a^2)*z^(4)+(3*a^(-7)-7*a^(-5)-12*a^(-3)-8*a^(-1)-6*a)*z^(5)+(5*a^(-6)-9*a^(-2)-3+a^2)*z^(6)+(5*a^(-5)+5*a^(-3)+2*a^(-1)+2*a)*z^(7)+(3*a^(-4)+5*a^(-2)+2)*z^(8)+(a^(-3)+a^(-1))*z^(9),(2*v^(-2)-2+v^2-v^4+v^6)+(v^(-2)-5+3*v^2-4*v^4+v^6)*z^2+(-2+3*v^2-2*v^4)*z^4+v^2*z^6
10_30,[[1;14;2;15];[3;17;4;16];[5;11;6;10];[7;19;8;18];[9;1;10;20];[11;5;12;4];[13;2;14;3];[15;13;16;12];[17;9;18;8];[19;7;20;6]],4-17*t+25*t^2-17*t^3+4*t^4,t^(-1)-3+ 6*t-8*t^2+ 11*t^3-11*t^4+ 10*t^5-8*t^6+ 5*t^7-3*t^8+ t^9,1+z^2-4*z^4,(-a^(-4)-2*a^(-2))*z^(0)+(-2*a^(-9)-6*a^(-7)-5*a^(-5)-a^(-3))*z^(1)+(2*a^(-10)+a^(-8)+2*a^(-6)+9*a^(-4)+5*a^(-2)-1)*z^(2)+(9*a^(-9)+18*a^(-7)+16*a^(-5)+4*a^(-3)-3*a^(-1))*z^(3)+(-3*a^(-10)+2*a^(-8)+2*a^(-6)-11*a^(-4)-7*a^(-2)+1)*z^(4)+(-10*a^(-9)-20*a^(-7)-19*a^(-5)-6*a^(-3)+3*a^(-1))*z^(5)+(a^(-10)-7*a^(-8)-11*a^(-6)+2*a^(-4)+5*a^(-2))*z^(6)+(3*a^(-9)+5*a^(-7)+7*a^(-5)+5*a^(-3))*z^(7)+(3*a^(-8)+6*a^(-6)+3*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(2*v^2-v^4)+(1+v^2-2*v^4+v^8)*z^2+(-v^2-2*v^4-v^6)*z^4
10_31,[[2;6;3;5];[4;16;5;15];[6;2;7;1];[8;17;9;18];[10;19;11;20];[12;7;13;8];[14;4;15;3];[16;14;17;13];[18;11;19;12];[20;9;1;10]],4-14*t+21*t^2-14*t^3+4*t^4,-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 10-9*t+ 7*t^2-5*t^3+ 3*t^4-t^5,1+2*z^2+4*z^4,(a^(-2)+2-a^2-a^4)*z^(0)+(-2*a^(-3)-4*a^(-1)-2*a+2*a^3+2*a^5)*z^(1)+(2*a^(-4)-3*a^(-2)-10-2*a^2+3*a^4)*z^(2)+(-2*a^(-5)+7*a^(-3)+15*a^(-1)+6*a-3*a^3-3*a^5)*z^(3)+(-7*a^(-4)+5*a^(-2)+20+3*a^2-5*a^4)*z^(4)+(a^(-5)-10*a^(-3)-12*a^(-1)-4*a-2*a^3+a^5)*z^(5)+(3*a^(-4)-6*a^(-2)-14-3*a^2+2*a^4)*z^(6)+(4*a^(-3)+3*a^(-1)+a+2*a^3)*z^(7)+(3*a^(-2)+5+2*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-v^(-4)+v^(-2)+2-v^2)+(-v^(-4)+v^(-2)+3-v^4)*z^2+(v^(-2)+2+v^2)*z^4
10_32,[[2;14;3;13];[4;10;5;9];[6;15;7;16];[8;17;9;18];[10;20;11;19];[12;2;13;1];[14;12;15;11];[16;7;17;8];[18;5;19;6];[20;4;1;3]],2-8*t+15*t^2-19*t^3+15*t^4-8*t^5+2*t^6,t^(-4)-3*t^(-3)+ 6*t^(-2)-9*t^(-1)+ 11-11*t+ 11*t^2-8*t^3+ 5*t^4-3*t^5+ t^6,1-z^2-4*z^4-2*z^6,(-a^(-2)-1-a^2)*z^(0)+(-a^(-5)-2*a^(-3)-a^(-1)+a+a^3)*z^(1)+(2*a^(-6)+7+4*a^2-a^4)*z^(2)+(9*a^(-5)+13*a^(-3)+7*a^(-1)-3*a^3)*z^(3)+(-3*a^(-6)+3*a^(-4)+2*a^(-2)-11-6*a^2+a^4)*z^(4)+(-10*a^(-5)-18*a^(-3)-15*a^(-1)-4*a+3*a^3)*z^(5)+(a^(-6)-7*a^(-4)-10*a^(-2)+3+5*a^2)*z^(6)+(3*a^(-5)+5*a^(-3)+7*a^(-1)+5*a)*z^(7)+(3*a^(-4)+6*a^(-2)+3)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-2)-1+v^2)+(2*v^(-2)-3-2*v^2+2*v^4)*z^2+(v^(-2)-3-3*v^2+v^4)*z^4+(-1-v^2)*z^6
10_33,[[6;2;7;1];[14;6;15;5];[20;15;1;16];[16;7;17;8];[8;19;9;20];[18;9;19;10];[10;17;11;18];[2;14;3;13];[12;4;13;3];[4;12;5;11]],4-16*t+25*t^2-16*t^3+4*t^4,-t^(-5)+ 3*t^(-4)-5*t^(-3)+ 8*t^(-2)-10*t^(-1)+ 11-10*t+ 8*t^2-5*t^3+ 3*t^4-t^5,1+4*z^4,(1)*z^(0)+(-2*a^(-3)-6*a^(-1)-6*a-2*a^3)*z^(1)+(3*a^(-4)-6+3*a^4)*z^(2)+(-2*a^(-5)+6*a^(-3)+18*a^(-1)+18*a+6*a^3-2*a^5)*z^(3)+(-7*a^(-4)+a^(-2)+16+a^2-7*a^4)*z^(4)+(a^(-5)-9*a^(-3)-16*a^(-1)-16*a-9*a^3+a^5)*z^(5)+(3*a^(-4)-4*a^(-2)-14-4*a^2+3*a^4)*z^(6)+(4*a^(-3)+5*a^(-1)+5*a+4*a^3)*z^(7)+(3*a^(-2)+6+3*a^2)*z^(8)+(a^(-1)+a)*z^(9),1+(-v^(-4)+2-v^4)*z^2+(v^(-2)+2+v^2)*z^4
10_34,[[1;7;2;6];[3;14;4;15];[5;9;6;8];[7;3;8;2];[9;20;10;1];[11;18;12;19];[13;16;14;17];[15;4;16;5];[17;12;18;13];[19;10;20;11]],3-9*t+13*t^2-9*t^3+3*t^4,-t^(-7)+ 2*t^(-6)-3*t^(-5)+ 4*t^(-4)-5*t^(-3)+ 6*t^(-2)-5*t^(-1)+ 5-3*t+ 2*t^2-t^3,1+3*z^2+3*z^4,(a^(-2)+2+a^4+a^6)*z^(0)+(-a^(-3)-a^(-1)-a^3-4*a^5-3*a^7)*z^(1)+(-2*a^(-2)-3-3*a^2-8*a^4-6*a^6)*z^(2)+(a^(-3)-a+5*a^3+12*a^5+7*a^7)*z^(3)+(2*a^(-2)+4*a^2+20*a^4+14*a^6)*z^(4)+(2*a^(-1)-2*a-5*a^3-6*a^5-5*a^7)*z^(5)+(2-5*a^2-17*a^4-10*a^6)*z^(6)+(2*a-a^3-2*a^5+a^7)*z^(7)+(2*a^2+4*a^4+2*a^6)*z^(8)+(a^3+a^5)*z^(9),(-v^(-6)+v^(-4)+2-v^2)+(-v^(-6)+2*v^(-4)+v^(-2)+2-v^2)*z^2+(v^(-4)+v^(-2)+1)*z^4
10_35,[[1;11;2;10];[3;18;4;19];[5;3;6;2];[7;14;8;15];[9;12;10;13];[11;1;12;20];[13;8;14;9];[15;6;16;7];[17;4;18;5];[19;17;20;16]],2-12*t+21*t^2-12*t^3+2*t^4,t^(-6)-2*t^(-5)+ 4*t^(-4)-6*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 8-6*t+ 4*t^2-2*t^3+ t^4,1-4*z^2+2*z^4,(a^(-4)+a^(-2)+1-a^4-a^6)*z^(0)+(a^(-3)+a^(-1)+a-a^3-2*a^5)*z^(1)+(-2*a^(-4)-3*a^(-2)-3-3*a^2+3*a^4+4*a^6)*z^(2)+(-3*a^(-3)-2*a^(-1)+5*a^3+6*a^5)*z^(3)+(a^(-4)+5+10*a^2-4*a^6)*z^(4)+(2*a^(-3)-a-6*a^3-7*a^5)*z^(5)+(2*a^(-2)-3-11*a^2-5*a^4+a^6)*z^(6)+(2*a^(-1)+2*a^5)*z^(7)+(2+4*a^2+2*a^4)*z^(8)+(a+a^3)*z^(9),(v^(-6)-v^(-4)+1-v^2+v^4)+(-2*v^(-4)-2*v^2)*z^2+(v^(-2)+1)*z^4
10_36,[[2;15;3;16];[4;14;5;13];[6;12;7;11];[8;18;9;17];[10;8;11;7];[12;6;13;5];[14;20;15;19];[16;1;17;2];[18;10;19;9];[20;4;1;3]],3-13*t+19*t^2-13*t^3+3*t^4,t^(-1)-2+ 4*t-6*t^2+ 8*t^3-8*t^4+ 8*t^5-6*t^6+ 4*t^7-3*t^8+ t^9,1+z^2-3*z^4,(a^(-6)+2*a^(-4)+a^(-2)+1)*z^(0)+(-a^(-9)-4*a^(-7)-3*a^(-5)+a^(-3)+a^(-1))*z^(1)+(a^(-10)-2*a^(-8)-8*a^(-6)-6*a^(-4)-3*a^(-2)-2)*z^(2)+(9*a^(-9)+16*a^(-7)+8*a^(-5)-2*a^(-3)-3*a^(-1))*z^(3)+(-3*a^(-10)+8*a^(-8)+18*a^(-6)+6*a^(-4)+1)*z^(4)+(-11*a^(-9)-15*a^(-7)-6*a^(-5)+2*a^(-1))*z^(5)+(a^(-10)-10*a^(-8)-16*a^(-6)-3*a^(-4)+2*a^(-2))*z^(6)+(3*a^(-9)+2*a^(-7)+a^(-5)+2*a^(-3))*z^(7)+(3*a^(-8)+5*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(1-v^2+2*v^4-v^6)+(1-v^2+v^4-v^6+v^8)*z^2+(-v^2-v^4-v^6)*z^4
10_37,[[4;2;5;1];[10;4;11;3];[12;8;13;7];[8;12;9;11];[18;15;19;16];[16;5;17;6];[6;17;7;18];[20;13;1;14];[14;19;15;20];[2;10;3;9]],4-13*t+19*t^2-13*t^3+4*t^4,-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 9-8*t+ 7*t^2-4*t^3+ 2*t^4-t^5,1+3*z^2+4*z^4,(-a^(-4)-a^(-2)+1-a^2-a^4)*z^(0)+(2*a^(-5)+2*a^(-3)-a^(-1)-a+2*a^3+2*a^5)*z^(1)+(3*a^(-4)-6+3*a^4)*z^(2)+(-3*a^(-5)-3*a^(-3)+a^(-1)+a-3*a^3-3*a^5)*z^(3)+(-5*a^(-4)+2*a^(-2)+14+2*a^2-5*a^4)*z^(4)+(a^(-5)-2*a^(-3)-2*a^3+a^5)*z^(5)+(2*a^(-4)-3*a^(-2)-10-3*a^2+2*a^4)*z^(6)+(2*a^(-3)+2*a^3)*z^(7)+(2*a^(-2)+4+2*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-v^(-4)+v^(-2)+1+v^2-v^4)+(-v^(-4)+v^(-2)+3+v^2-v^4)*z^2+(v^(-2)+2+v^2)*z^4
10_38,[[2;16;3;15];[4;12;5;11];[6;10;7;9];[8;17;9;18];[10;6;11;5];[12;20;13;19];[14;2;15;1];[16;14;17;13];[18;7;19;8];[20;4;1;3]],4-15*t+21*t^2-15*t^3+4*t^4,t^(-1)-2+ 5*t-7*t^2+ 9*t^3-10*t^4+ 9*t^5-7*t^6+ 5*t^7-3*t^8+ t^9,1-z^2-4*z^4,(-a^(-6)-2*a^(-4)-a^(-2)+1)*z^(0)+(-a^(-9)-a^(-7))*z^(1)+(2*a^(-10)+2*a^(-6)+8*a^(-4)+2*a^(-2)-2)*z^(2)+(8*a^(-9)+8*a^(-7)+3*a^(-5)+a^(-3)-2*a^(-1))*z^(3)+(-3*a^(-10)+4*a^(-8)+3*a^(-6)-8*a^(-4)-3*a^(-2)+1)*z^(4)+(-10*a^(-9)-13*a^(-7)-7*a^(-5)-2*a^(-3)+2*a^(-1))*z^(5)+(a^(-10)-8*a^(-8)-10*a^(-6)+2*a^(-4)+3*a^(-2))*z^(6)+(3*a^(-9)+3*a^(-7)+3*a^(-5)+3*a^(-3))*z^(7)+(3*a^(-8)+5*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(1+v^2-2*v^4+v^6)+(1-3*v^4+v^8)*z^2+(-v^2-2*v^4-v^6)*z^4
10_39,[[1;14;2;15];[3;17;4;16];[5;19;6;18];[7;11;8;10];[9;1;10;20];[11;7;12;6];[13;2;14;3];[15;13;16;12];[17;5;18;4];[19;9;20;8]],2-8*t+13*t^2-15*t^3+13*t^4-8*t^5+2*t^6,1-2*t+ 5*t^2-7*t^3+ 9*t^4-10*t^5+ 10*t^6-8*t^7+ 5*t^8-3*t^9+ t^10,1+z^2-4*z^4-2*z^6,(-a^(-4)-2*a^(-2))*z^(0)+(a^(-11)+2*a^(-9)-a^(-5))*z^(1)+(-a^(-12)+a^(-10)+a^(-8)-a^(-6)+5*a^(-4)+5*a^(-2))*z^(2)+(-4*a^(-11)-a^(-9)+4*a^(-7)+5*a^(-5)+4*a^(-3))*z^(3)+(a^(-12)-4*a^(-10)+5*a^(-6)-4*a^(-4)-4*a^(-2))*z^(4)+(3*a^(-11)-3*a^(-9)-9*a^(-7)-9*a^(-5)-6*a^(-3))*z^(5)+(4*a^(-10)-2*a^(-8)-10*a^(-6)-3*a^(-4)+a^(-2))*z^(6)+(4*a^(-9)+4*a^(-7)+2*a^(-5)+2*a^(-3))*z^(7)+(3*a^(-8)+5*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(2*v^2-v^4)+(3*v^2-2*v^4-2*v^6+2*v^8)*z^2+(v^2-3*v^4-3*v^6+v^8)*z^4+(-v^4-v^6)*z^6
